Name,Album,Artist,Release_date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Time Signature
Yalnızlar Rıhtımı,"Şaşkın / Dünden Esintiler, Vol.1",Erkin Koray,1993-08-18,278173,47,0.569,0.651,0.265,0.000209,0.0719,-19.678,0.0354,120.414,4
Kır Çiçekleri,Kır Çiçekleri - Dokunma Keyfine Yalan Dünyanın,Gülden Karaböcek,1976-01-01,187026,39,0.507,0.718,0.51,6.09e-05,0.0888,-11.437,0.0552,96.133,4
Helvacı,Mavi Işıklar - Türk Pop Tarihi,Mavi Işıklar,2002-03-06,166626,40,0.872,0.414,0.635,0.000142,0.203,-6.312,0.0326,93.738,4
Hasretinle Yandı Gönlüm,Yapraklara Dallara,Edip Akbayram,2003-10-08,223053,2,0.24,0.231,0.645,5.07e-06,0.129,-6.678,0.0651,176.051,4
Arabacı,Yalnızlar Rıhtımı (45'lik),Korkut Koray,1969,182360,32,0.686,0.707,0.811,0.0,0.226,-6.142,0.0313,113.708,4
Deniz Üstü Köpürür,Cem Karaca Koleksiyon,Cem Karaca,2015-02-14,249960,56,0.694,0.413,0.427,0.0961,0.154,-12.972,0.0649,101.426,3
Dam Üstüne Cul Serer,Dam Üstüne Cul Serer,Beyaz Kelebekler,1975-09-25,248800,34,0.0403,0.443,0.543,0.0,0.126,-10.225,0.0299,90.381,4
Geçti Dost Kervanı,Anılarla Moğollar & Silüetler,Moğollar,1968,226600,34,0.22,0.74,0.521,0.476,0.0889,-7.099,0.0368,94.854,5
Kendim Ettim Kendim Buldum,Geçti Bor'un Pazarı Sür Eşeği Niğde'ye,Ersen ve Dadaşlar,1986-12-17,352130,33,0.546,0.441,0.498,6.02e-05,0.0975,-15.056,0.141,106.43,4
Mesafeler,Mesafeler,Erkin Koray,1974,216866,41,0.279,0.373,0.41,0.0392,0.35,-11.974,0.0393,93.459,3
Kabahat Seni Sevende,Kader Çıkmazı,Kamuran Akkor,1974-09-06,285466,42,0.803,0.317,0.526,0.00106,0.192,-6.403,0.0284,91.786,4
Bir Ayrılık Bir Yoksulluk Bir Ölüm,Ersen ve Dadaşlar 2007,Ersen ve Dadaşlar,2007-10-19,215026,36,0.0864,0.707,0.569,0.0,0.3,-7.525,0.0463,140.043,3
Hudey Hudey,Asu Maralman (Türk Pop Tarihi),Asu Maralman,2000-11-03,186760,40,0.431,0.621,0.685,0.000298,0.308,-9.601,0.0511,99.196,4
Sevda Çiçeği,Zaman Zaman,Fikret Kızılok,1983,265868,43,0.886,0.647,0.108,0.47,0.112,-21.204,0.062,121.499,4
Gözleri Kara Dilber,Sevgiye Hasret,5 Adım,2015-07-28,212750,36,0.887,0.476,0.469,2.6e-06,0.242,-11.371,0.0504,110.884,4
Özlem,Özlem,Erkut Taçkın,2014-11-10,178840,40,0.322,0.407,0.742,0.000501,0.118,-8.802,0.174,105.143,4
Haberin Var Mı,Gün Ola Devran Döne,Fikret Kızılok,1999-05-03,271045,44,0.482,0.482,0.592,7.93e-06,0.1,-7.099,0.0321,117.487,4
Benim Derdim Seninle,Benim Derdim Seninle,Hümeyra,2014-09-08,165279,35,0.00466,0.587,0.466,0.0,0.0933,-15.466,0.0591,132.097,4
Selvi Boylum Al Yazmalım,Yeşilçam Şarkıları Vol. 3 - Yıldızların Altında,Various Artists,2007-04-19,108715,40,0.985,0.511,0.466,0.944,0.085,-6.602,0.0372,176.909,3
Elveda,Kuklalar,Bora Ayanoğlu,2013-02-28,154226,40,0.935,0.563,0.287,4.28e-05,0.124,-14.074,0.0425,146.576,4
"Leylim, leylim",Gün Ola Devran Döne,Fikret Kızılok,1999-05-03,235147,35,0.304,0.592,0.552,0.0153,0.105,-8.464,0.0315,107.451,4
Aynalı Kemer,Sarı Çizmeli Mehmet Ağa,Barış Manço,1993,185971,57,0.244,0.5,0.432,0.0,0.126,-11.813,0.18,88.848,4
Bal Böceği,Müsaadenizle Çocuklar,Barış Manço,1995-02-13,226426,55,0.473,0.734,0.457,0.0,0.161,-15.607,0.0481,99.875,4
Gül Pembe,"Mançoloji, Vol. 1",Barış Manço,1999-02-23,308349,55,0.835,0.512,0.319,2.23e-06,0.109,-10.944,0.0284,75.027,4
Arkadaşım Eşşek,Hal Hal,Barış Manço,1989-12-22,171733,55,0.301,0.567,0.499,0.0,0.164,-14.622,0.0319,188.672,4
Anlıyorsun Değil Mi,Sarı Çizmeli Mehmet Ağa,Barış Manço,1993,130430,54,0.264,0.853,0.574,0.0,0.0666,-9.464,0.0408,103.893,4
Dön Desem Döner Misin,Dön Desem Döner Misin,Barış Manço,2020-04-05,179125,48,0.702,0.419,0.587,1.03e-06,0.0984,-8.713,0.036,99.017,4
Unutamadım,"Mançoloji, Vol. 1",Barış Manço,1999-02-23,267441,54,0.553,0.534,0.464,3.26e-05,0.365,-11.079,0.0543,79.067,3
Gibi Gibi,Mançoloji 2,Barış Manço,1999-02-23,236904,49,0.388,0.816,0.72,0.0,0.288,-10.368,0.0473,120.041,4
Gamzedeyim,7'den Sonsuza Barış Manço Set,Barış Manço,2014-02-01,263471,47,0.0814,0.422,0.227,4.64e-05,0.202,-20.506,0.0368,139.682,4
Domates Biber Patlıcan,Mançoloji 2,Barış Manço,1999-02-23,266553,47,0.59,0.735,0.799,0.0,0.145,-8.737,0.302,176.19,4
Kol Düğmeleri,Estağfurullah Ne Haddimize!,Barış Manço,1983-04-09,258066,45,0.595,0.235,0.227,0.0269,0.0722,-17.487,0.0336,148.623,3
Yeni Bir Gün Doğdu Merhaba,Sarı Çizmeli Mehmet Ağa,Barış Manço,1993,123866,42,0.533,0.608,0.562,0.000332,0.103,-10.225,0.122,80.339,4
Can Bedenden Çıkmayınca,"Mançoloji, Vol. 1",Barış Manço,1999-02-23,283689,53,0.611,0.743,0.602,0.0,0.477,-10.06,0.0468,133.046,4
Dönence,Mançoloji 2,Barış Manço,1999-02-23,370782,48,0.0923,0.664,0.638,0.0272,0.0906,-12.304,0.0408,109.021,4
Eğri Eğri Doğru Doğru,Eğri Eğri Doğru Doğru,Barış Manço,1980,188663,42,0.352,0.479,0.694,0.0,0.254,-10.43,0.0462,174.465,4
Nane Limon Kabuğu,Sahibinden İhtiyaçtan,Barış Manço,1989-12-07,267360,44,0.547,0.678,0.838,0.0,0.309,-9.865,0.0593,163.789,5
Sarı Çizmeli Mehmet Ağa,"Mançoloji, Vol. 1",Barış Manço,1999-02-23,240927,51,0.361,0.706,0.86,0.0,0.177,-9.482,0.0406,96.056,4
Halil İbrahim Sofrası,Mançoloji 2,Barış Manço,1999-02-23,285074,41,0.155,0.785,0.652,0.0,0.0994,-10.479,0.0363,92.044,4
Bu Gün Bayram,24 Ayar,Barış Manço,1993-12-01,155426,41,0.583,0.475,0.452,0.0,0.227,-13.987,0.0414,96.906,4
Ahmet Beyin Ceketi,Sahibinden İhtiyaçtan,Barış Manço,1989-12-07,343973,42,0.708,0.724,0.564,0.0,0.64,-11.805,0.0697,94.475,4
Bahçede Hanımeli,Hal Hal,Barış Manço,1989-12-22,128733,39,0.971,0.405,0.0659,0.0,0.181,-20.696,0.0599,120.961,4
Benden Öte Benden Ziyade,Müsaadenizle Çocuklar,Barış Manço,1995-02-13,313640,40,0.745,0.62,0.136,1.26e-06,0.11,-17.351,0.0305,97.868,3
Ömrümün Sonbaharında,Sahibinden İhtiyaçtan,Barış Manço,1989-12-07,277266,40,0.829,0.533,0.247,1.08e-05,0.0986,-14.965,0.0301,72.326,4
Ali Yazar Veli Bozar,Sözüm Meclisten Dışarı,Barış Manço,1991-12-03,225760,39,0.501,0.455,0.834,6.5e-05,0.653,-10.795,0.0619,172.345,4
Ben Bilirim,Mançoloji 2,Barış Manço,1999-02-23,222406,38,0.0176,0.781,0.658,1.47e-06,0.126,-10.653,0.0372,124.009,4
Dağlar Dağlar - 1. Versiyon,Dağlar Dağlar / Barış Manço Klasikleri,Barış Manço,1987,265461,40,0.643,0.437,0.374,0.0992,0.104,-7.112,0.0263,107.003,4
Kazma,Hal Hal,Barış Manço,1989-12-22,212760,38,0.537,0.696,0.539,7.61e-05,0.177,-16.141,0.0914,125.048,4
Nick The Chopper,Mançoloji 2,Barış Manço,1999-02-23,273528,39,0.576,0.773,0.666,0.0,0.255,-9.694,0.0599,135.108,4
Müsaadenizle Çocuklar,Müsaadenizle Çocuklar,Barış Manço,1995-02-13,274266,39,0.284,0.895,0.478,0.0,0.0622,-16.312,0.0477,100.85,4
Söyle Zalim Sultan,24 Ayar,Barış Manço,1993-12-01,242933,37,0.334,0.629,0.569,0.0,0.305,-13.987,0.0464,101.082,4
Çıt Çıt Çedene,Estağfurullah Ne Haddimize,Barış Manço,1983-05-05,233946,37,0.28,0.68,0.523,0.0,0.136,-16.042,0.113,82.5,4
Ne Ola Yar Ola,Sarı Çizmeli Mehmet Ağa,Barış Manço,1993,337290,38,0.622,0.284,0.319,1.85e-06,0.225,-14.164,0.0327,140.489,4
Günaydın Çocuklar,Darısı Başınıza,Barış Manço,1990-06-25,224293,38,0.53,0.685,0.486,0.0,0.692,-10.58,0.0334,100.019,4
Little Darlin' (We'll Be Kissing),Baris Mancho,Barış Manço,1976-03-14,146893,37,0.212,0.39,0.785,0.0,0.129,-4.45,0.0407,173.16,4
Ayı,Mega Manço,Barış Manço,1992-05-28,280133,38,0.0116,0.864,0.926,3.93e-06,0.0486,-7.009,0.099,114.909,4
Cacık,Sözüm Meclisten Dışarı,Barış Manço,1991-12-03,227160,37,0.745,0.485,0.253,0.000741,0.0901,-17.857,0.571,73.208,3
Lambaya Püf De,7'den Sonsuza Barış Manço Set,Barış Manço,2014-02-01,178007,36,0.666,0.508,0.411,0.331,0.178,-21.463,0.0716,80.922,4
Binboğanın Kızı,Dağlar Dağlar / Barış Manço Klasikleri,Barış Manço,1987,329693,34,0.488,0.598,0.734,0.0152,0.113,-7.829,0.0388,98.539,4
Kızılcıklar Oldumu,1962-1963,Barış Manço,1962,135126,33,0.986,0.554,0.395,0.00333,0.104,-9.782,0.0309,144.646,4
Ayrılık,Mega Manço,Barış Manço,1992-05-28,303400,35,0.814,0.393,0.27,0.0,0.217,-11.878,0.0305,145.981,3
Gönül Dağı,7'den Sonsuza Barış Manço Set,Barış Manço,2014-02-01,258263,35,0.21,0.516,0.261,0.000278,0.0868,-21.941,0.0402,78.294,4
Fairground,Susanna - Fairground,Barış Manço,2019-08-28,184532,36,0.812,0.493,0.9,0.0128,0.896,-8.881,0.0989,137.029,4
Aman Yavaş Aheste,Hal Hal,Barış Manço,1989-12-22,299960,36,0.689,0.75,0.455,0.0346,0.0554,-22.465,0.0539,112.298,4
Bu Son Olsun,Bu Son Olsun,Cem Karaca,2015-03-04,166000,63,0.755,0.468,0.718,0.000177,0.585,-2.564,0.039,95.85,1
Resimdeki Gözyaşları,Cemaz-Ûl-Evvel (Güldeste),Cem Karaca,1994-11-01,185213,59,0.845,0.487,0.612,0.207,0.29,-10.866,0.0401,112.894,4
Kerkük Zindanı,Bindik Bir Alamete,Cem Karaca,1999,201456,55,0.254,0.482,0.736,0.0,0.125,-5.853,0.0372,146.157,4
Çok Yorgunum,Merhaba Gençler,Cem Karaca,1987,224000,54,0.971,0.28,0.295,0.0279,0.0929,-10.871,0.0303,97.299,4
Çökertme,Haykırış,Cem Karaca,1998-08-08,181973,51,0.285,0.629,0.521,0.0,0.125,-9.27,0.0378,124.178,4
Ay Karanlık,"Cem Karaca'nın Apaşlar, Kardaşlar, Moğollar, Ferdy Kleine'a Teşekkürleriyle",Cem Karaca,2016-01-01,178866,51,0.34,0.339,0.763,0.00444,0.37,-10.412,0.293,102.868,3
Ceviz Ağacı,Merhaba Gençler,Cem Karaca,1987,349160,56,0.483,0.555,0.896,0.0,0.339,-8.561,0.135,135.566,4
Sen De Başını Alıp Gitme,Nerde Kalmıştık,Cem Karaca,1992-10-21,275330,53,0.641,0.418,0.386,0.0,0.0902,-15.099,0.0572,139.923,4
Resimdeki Gözyaşı,Töre,Cem Karaca,1994-02-02,182386,46,0.637,0.634,0.493,0.000121,0.159,-12.391,0.04,115.419,4
İşte Geldik Gidiyoruz,Merhaba Gençler,Cem Karaca,1987,367840,49,0.817,0.643,0.599,0.0,0.122,-9.788,0.0302,117.307,4
Yorgunum Kaptan,Yorgunum Kaptan,islandman,2022-10-28,268351,47,0.754,0.69,0.417,0.0511,0.0723,-13.422,0.0655,90.978,4
Raptiye Rap Rap,Nerde Kalmıştık,Cem Karaca,1992-10-21,206106,47,0.031,0.738,0.442,0.0,0.0928,-12.409,0.0403,117.051,4
Sevda Kuşun Kanadında,Töre,Cem Karaca,1994-02-02,421642,49,0.906,0.26,0.537,0.000329,0.195,-12.74,0.0509,162.491,4
Adsız,Nem Kaldı?,Cem Karaca,1975-01-01,220373,46,0.426,0.285,0.539,0.239,0.0675,-12.989,0.0437,90.413,4
Hayat Ne Garip,Sarı Sarı / Başroldeyim,Mahsun Kırmızıgül,2014-05-13,258320,44,0.332,0.656,0.765,5.85e-06,0.306,-6.14,0.0768,133.002,4
Bindik Bir Alamete Gideyoz Kıyamete,Bindik Bir Alamete,Cem Karaca,1999,213054,48,0.00789,0.676,0.906,0.0,0.343,-6.891,0.0695,130.05,4
Bekle Beni,"Ölümsüzler, Vol. 3",Cem Karaca,2016-02-05,201626,43,0.3,0.61,0.277,0.00141,0.0872,-21.8,0.0404,102.03,4
Ömrüm,Nerde Kalmıştık,Cem Karaca,1992-10-21,321541,42,0.494,0.567,0.525,0.0,0.0461,-13.05,0.0358,119.985,4
Bang Bang - Bir Anadolu Hikayesi,Bang Bang (Bir Anadolu Hikayesi),Cem Karaca,2022-12-23,141502,43,0.879,0.484,0.363,0.00114,0.735,-15.043,0.0546,93.685,4
Beni Siz Delirttiniz,Parka,Cem Karaca,1977-02-01,188746,43,0.556,0.487,0.592,0.0,0.39,-10.037,0.139,124.658,4
Lümüne,Cemaz-Ûl-Evvel (Güldeste),Cem Karaca,1994-11-01,278600,39,0.893,0.352,0.301,0.783,0.115,-15.009,0.0353,106.399,3
Unut Beni,"Cem Karaca'nın Apaşlar, Kardaşlar, Moğollar, Ferdy Kleine'a Teşekkürleriyle",Cem Karaca,2016-01-01,243693,40,0.127,0.393,0.454,2.72e-05,0.375,-15.335,0.0385,95.628,4
Üryan Geldim,Anadolu Efsaneleri,Cem Karaca,2013-12-29,257666,39,0.0316,0.487,0.629,0.79,0.0775,-11.938,0.0624,93.101,4
Hep Kahır,Merhaba Gençler,Cem Karaca,1987,321146,38,0.728,0.297,0.626,3.54e-05,0.0864,-6.432,0.0629,67.926,4
Kazak Abdal,"Cem Karaca Anısına, Vol. 3",Cem Karaca,1998-04-02,109226,35,0.7,0.58,0.881,1.81e-05,0.0425,-9.447,0.052,119.484,4
Obur Dünya,"Cem Karaca'nın Apaşlar, Kardaşlar, Moğollar, Ferdy Kleine'a Teşekkürleriyle",Cem Karaca,2016-01-01,175013,38,0.699,0.548,0.587,7.5e-06,0.0861,-10.972,0.0832,108.258,4
Sakın Reddetme,Haykırış,Cem Karaca,1998-08-08,298280,37,0.846,0.688,0.261,0.0017,0.133,-21.239,0.048,130.144,4
Oh Be,Yiyin Efendiler,Cem Karaca,2017-01-05,254626,38,0.729,0.565,0.65,4.97e-06,0.286,-8.855,0.0314,86.128,4
Sen Duymadın,Nerde Kalmıştık,Cem Karaca,1992-10-21,184320,36,0.197,0.713,0.751,0.0,0.0807,-11.793,0.0738,104.034,4
Emrah,Cemaz-Ûl-Evvel (Güldeste),Cem Karaca,1994-11-01,241213,37,0.659,0.445,0.576,0.817,0.111,-12.207,0.0442,97.134,4
Karacaoğlan,"Ölümsüzler, Vol. 3",Cem Karaca,2016-02-05,157120,34,0.422,0.539,0.2,0.0,0.155,-20.635,0.0437,99.59,4
Yarım Porsiyon Aydınlık,Merhaba Gençler,Cem Karaca,1987,168040,35,0.452,0.54,0.659,2.15e-06,0.219,-8.48,0.0274,108.569,3
Nem Kaldı,Nem Kaldı?,Cem Karaca,1975-01-01,250826,36,0.854,0.512,0.379,0.000147,0.0966,-13.576,0.0461,111.725,4
O Leyli,"Ölümsüzler, Vol. 3",Cem Karaca,2016-02-05,154120,34,0.755,0.408,0.221,0.0464,0.119,-23.524,0.0397,82.168,4
Bu Biçim,Nerde Kalmıştık,Cem Karaca,1992-10-21,219088,35,0.723,0.484,0.338,0.0,0.13,-14.806,0.0363,140.046,4
Zeyno,Bu Son Olsun,Cem Karaca,2015-03-04,193306,34,0.353,0.211,0.869,0.0,0.474,-5.82,0.081,124.396,4
Allah Yar,Bindik Bir Alamete,Cem Karaca,1999,277420,35,0.366,0.474,0.689,0.848,0.126,-7.341,0.0375,83.085,4
Dadaloğlu,"Ölümsüzler, Vol. 3",Cem Karaca,2016-02-05,278506,35,0.602,0.311,0.306,0.0248,0.121,-22.672,0.0552,92.322,4
Yiyin Efendiler,Yiyin Efendiler,Cem Karaca,2017-01-05,271240,36,0.776,0.456,0.644,0.0,0.166,-8.647,0.158,116.172,3
Bir Of Çeksem,"Cem Karaca'nın Apaşlar, Kardaşlar, Moğollar, Ferdy Kleine'a Teşekkürleriyle",Cem Karaca,2016-01-01,206866,32,0.812,0.363,0.652,0.0143,0.127,-10.658,0.0593,117.783,4
Canım Benim,Merhaba Gençler,Cem Karaca,1987,366626,34,0.716,0.526,0.673,0.00126,0.125,-9.658,0.0286,136.912,4
Hikaye,"Ölümsüzler, Vol. 3",Cem Karaca,2016-02-05,155506,32,0.0874,0.325,0.211,4.16e-06,0.534,-21.789,0.0427,105.042,4
Ölüm,Bindik Bir Alamete,Cem Karaca,1999,407928,34,0.0025,0.331,0.845,0.00097,0.109,-5.827,0.108,159.753,4
Dinle Beni Bi',Akustik Travma,Yüzyüzeyken Konuşuruz,2018-02-23,144906,74,0.56,0.558,0.68,0.905,0.107,-9.301,0.0476,91.967,4
Yara,Sonsuza Kadar,Kalben,2017-11-06,213812,73,0.443,0.7,0.493,0.0,0.28,-11.273,0.0456,110.989,4
Cesaretsizce Olmuyor,Yineleme,Jabbar,2018-10-26,192250,71,0.55,0.802,0.585,0.000345,0.105,-6.871,0.042,98.005,4
Müzik Kutusu,Ağır Roman,Emir Can İğrek,2018-11-07,174750,65,0.897,0.654,0.26,7.68e-06,0.0958,-10.168,0.0347,80.231,4
Ölsem,Ölsem,Sena Şener,2019-03-07,214096,65,0.494,0.6,0.359,2.89e-05,0.108,-8.247,0.0375,160.009,3
Bodrum,Akustik Travma,Yüzyüzeyken Konuşuruz,2018-02-23,235817,63,0.565,0.542,0.464,0.879,0.154,-12.327,0.0353,90.042,4
Birden Geldin Aklıma,Tuna Kiremitçi ve Arkadaşları,Tuna Kiremitçi,2017-01-06,216611,61,0.264,0.66,0.603,7.62e-06,0.0882,-7.228,0.103,163.991,4
Kaçar Gider,Kaçar Gider,Dolu Kadehi Ters Tut,2020-02-28,212343,60,0.0469,0.646,0.621,0.26,0.628,-11.273,0.0478,128.037,4
Çok Eski Şarkı,Çok Eski Şarkı,Şenceylik,2021-03-26,233018,59,0.56,0.602,0.388,0.0,0.118,-8.493,0.0293,98.002,4
Jest Oldu,Jest Oldu,Karsu,2018-02-17,192000,58,0.789,0.556,0.453,2.34e-06,0.131,-5.739,0.0338,79.894,4
Seni Gördüm Rüyamda,Seni Gördüm Rüyamda,Canozan,2019-12-06,210309,57,0.676,0.7,0.533,0.00126,0.0851,-9.688,0.0508,97.002,4
Ölsem Yeridir,Ölsem Yeridir,Yüzyüzeyken Konuşuruz,2019-04-26,232133,62,0.372,0.604,0.519,0.0972,0.0711,-6.501,0.0322,139.992,4
Boyalı Da Saçların,Maya,Mabel Matiz,2018-06-20,332339,55,0.292,0.493,0.609,0.000122,0.155,-7.344,0.0302,100.034,4
Siyah,Karsu,Karsu,2019-10-10,258706,56,0.254,0.488,0.477,0.582,0.112,-9.333,0.0308,130.022,4
Yorgunum Ve Ağrılar,Yorgunum Ve Ağrılar,Kaan Boşnak,2017-04-21,216572,55,0.108,0.821,0.181,4.7e-06,0.0979,-14.36,0.0691,85.028,4
Tac Mahal,Kehanet,Buray,2018-10-19,239605,55,0.485,0.619,0.726,1.94e-06,0.521,-7.229,0.0892,157.954,4
HOŞÇAKAL KADAR,FIRTINAYT,Büyük Ev Ablukada,2017-10-06,386679,55,0.187,0.72,0.558,0.196,0.114,-15.753,0.0323,110.001,4
Kilitli Kapılar Açılsa (feat. Hakan Tasiyan),Kilitli Kapılar Açılsa (feat. Hakan Tasiyan),Melike Şahin,2020-05-07,280000,55,0.685,0.454,0.34,1.85e-05,0.109,-10.049,0.0276,106.469,4
Yol,Yol,Fikri Karayel,2018-03-23,254007,54,0.323,0.675,0.702,0.000592,0.117,-7.971,0.0564,88.993,4
Bırak Beni,Bak Kollarım Burada,Mert Demir,2019-04-05,228026,54,0.192,0.706,0.345,0.000337,0.119,-13.066,0.0701,113.932,4
Yitirmeden,Başka Şeyler,Pinhani,2012-01-31,217106,54,0.153,0.304,0.444,0.00606,0.119,-9.627,0.032,89.302,5
Yıldızlar,Yıldızlar,Deniz Tekin,2019-10-25,249361,54,0.489,0.521,0.284,9.3e-05,0.0903,-14.572,0.046,146.077,3
İlaç Gibi,İlaç Gibi,Brek,2020-04-24,204500,53,0.491,0.496,0.447,0.745,0.0965,-11.589,0.0336,120.049,4
Farzet,Ben Yaşarım,Sertab Erener,2020-06-12,249226,53,0.695,0.663,0.657,0.0,0.255,-10.329,0.0647,126.62,5
Öylece Durdun,Öylece Durdun,Dolu Kadehi Ters Tut,2021-10-08,207906,53,0.14,0.575,0.558,0.506,0.248,-9.377,0.0402,171.922,4
Kimler Gelmiş,Durum Şarkıları,Nazan Öncel,2018-03-30,232625,51,0.284,0.589,0.785,0.0,0.359,-6.787,0.0447,79.984,4
Çek,Aşk Çeşmesi,Kalben,2019-06-12,154282,51,0.0325,0.835,0.565,3.27e-05,0.102,-7.59,0.128,121.995,4
Sevmek Suçsa Suçluyum,Sevmek Suçsa Suçluyum,Melike Şahin,2018-05-04,220250,50,0.394,0.754,0.45,0.0,0.326,-9.268,0.0419,99.009,4
Bir Gün Beni Arzularsan Gel,Bir Gün Beni Arzularsan Gel,Nilipek.,2021-10-08,205000,50,0.711,0.576,0.345,0.365,0.156,-13.127,0.0308,120.045,4
Gözlerinde Bi'yer,Gözlerinde Bi'yer,Salman Tin,2018-11-10,228600,50,0.42,0.774,0.357,9.06e-06,0.109,-9.089,0.031,100.003,4
Tesadüfen,Tesadüfen,Hakan Kurtaş,2020-04-18,260592,49,0.691,0.562,0.377,0.00314,0.113,-9.767,0.0383,93.488,4
Çok Alıştım Sana,Çok Alıştım Sana,Pinhani,2020-04-14,293930,49,0.0798,0.459,0.329,0.000286,0.082,-11.41,0.0291,149.956,3
Fikrimin İnce Gülü,HAYAL,Can Oflaz,2019-12-06,236795,48,0.628,0.556,0.456,0.0,0.148,-10.783,0.0336,139.728,3
Fikrim Yok,Fikrim Yok,Hüsnü Arkan,2019-05-10,216576,48,0.89,0.547,0.225,0.00682,0.115,-14.692,0.035,96.206,4
Saklanır Nisan,Saklanır Nisan,Vera,2018-01-23,219891,47,0.0639,0.524,0.68,0.0,0.106,-5.118,0.029,170.013,3
Uyu,Uyu,Sedef Sebüktekin,2022-07-22,212138,47,0.715,0.623,0.545,0.000215,0.107,-9.28,0.0383,92.354,4
Peki Madem,Yollar Bizi Bekler,Pinhani,2019-02-15,190000,47,0.389,0.568,0.453,0.0,0.101,-8.164,0.0401,159.837,4
Hepsi Kafamda,Hepsi Kafamda,Dilan Balkay,2020-04-17,197142,47,0.538,0.608,0.364,0.000761,0.13,-12.318,0.0419,125.987,4
Zaman,Zaman,Ekin Beril,2018-07-27,275568,47,0.38,0.397,0.438,0.182,0.414,-12.085,0.0496,91.712,4
Sen Olmazsan,Demos,Kaan Boşnak,2018-06-16,222819,47,0.729,0.76,0.314,0.733,0.0828,-16.288,0.0317,92.996,4
Yeni Hayat,Evim Neresi,Jehan Barbur,2017-06-23,198981,46,0.859,0.632,0.306,4.37e-06,0.187,-11.45,0.0343,75.98,4
ultrapop,ultrapop,Birileri,2021-04-16,238453,46,0.0416,0.628,0.674,0.00013,0.248,-9.481,0.0323,97.06,4
Aşkınla Ben,Aşkınla Ben,Gökçe Kılınçer,2019-07-26,185016,45,0.045,0.792,0.437,4.39e-05,0.127,-8.949,0.0499,116.447,4
The Last Goodbye (feat. Bettye LaVette),The Last Goodbye,ODESZA,2022-07-22,358983,65,0.00752,0.667,0.92,0.00232,0.126,-2.71,0.0773,114.977,4
Delilah (pull me out of this),Delilah (pull me out of this),Fred again..,2022-10-17,250702,72,0.138,0.685,0.827,0.00207,0.374,-7.745,0.224,133.93,4
Water,Water,Bicep,2022-10-05,256898,66,0.0087,0.528,0.822,0.192,0.183,-5.371,0.0287,130.013,4
Giving Up,Capricorn Sun,TSHA,2022-10-07,203751,50,0.0279,0.377,0.951,0.253,0.129,-4.015,0.0482,133.931,4
Up Down Jumper,Up Down Jumper,Boris Brejcha,2022-06-10,432000,61,0.000379,0.795,0.652,0.881,0.0879,-8.042,0.0434,124.995,4
Baianá,Baianá,Nia Archives,2022-09-30,152558,69,0.00198,0.531,0.89,0.497,0.0913,-6.308,0.144,169.963,4
Les Gout,Les Gout,Rampa,2022-09-09,344000,56,0.0887,0.848,0.678,0.24,0.125,-8.783,0.0441,120.005,4
Firefly,Nymph,Shygirl,2022-09-30,198625,54,0.0014,0.681,0.6,0.00162,0.114,-8.616,0.0397,140.981,4
Estación Esperanza,Estación Esperanza,Sofia Kourtesis,2022-01-17,316721,47,0.000882,0.548,0.671,0.131,0.839,-8.471,0.0374,122.008,4
Nova,Nova / Moth,Burial,2022-02-11,342000,54,0.516,0.675,0.759,0.934,0.372,-13.982,0.0543,127.991,4
e-motions (with Erika de Casier),demon time,Mura Masa,2022-09-16,168723,52,0.691,0.801,0.538,0.0178,0.115,-6.129,0.034,127.999,4
Problems,Problems,Floating Points,2022-09-21,277239,52,0.0189,0.703,0.873,0.57,0.316,-9.467,0.0562,136.0,4
KILL DEM,KILL DEM,Jamie xx,2022-09-20,223536,65,0.00344,0.788,0.873,0.311,0.332,-6.188,0.0431,128.004,4
Looking at Your Pager,Looking at Your Pager,KH,2022-05-20,174417,54,0.236,0.708,0.872,0.0661,0.108,-6.719,0.0336,140.063,4
All In A Dream,All In A Dream,LP Giobbi,2022-06-29,230015,63,0.112,0.705,0.524,0.26,0.109,-9.776,0.032,119.987,4
"Drone Me Up, Flashy - &ME Remix",Knock Knock Remixes,DJ Koze,2022-04-08,546471,50,0.000732,0.804,0.803,0.877,0.0932,-8.237,0.0501,119.998,4
Blind Date,Blind Date,Joy Orbison,2022-09-23,245820,49,0.0257,0.617,0.916,0.00036,0.0654,-5.937,0.12,133.959,4
messy in heaven,messy in heaven,venbee,2022-09-23,170437,80,0.128,0.62,0.837,0.000242,0.242,-4.356,0.13,172.081,4
ATK,Defender,Bonobo,2022-10-19,245208,41,0.0048,0.705,0.882,0.851,0.0511,-8.886,0.0626,127.983,4
Just To Hear You Say,In Another Lifetime,Tinlicker,2022-02-18,213437,50,0.102,0.709,0.803,0.924,0.197,-5.863,0.035,124.001,4
Loved By U,Loved By U,TOKiMONSTA,2022-04-12,207813,60,0.099,0.58,0.895,0.0117,0.0911,-5.224,0.0396,116.953,4
To The Floor,Yesterday Is Heavy,Lil Silva,2022-07-15,189422,47,0.0382,0.692,0.669,0.924,0.0939,-10.479,0.0401,114.01,4
Turn The Table,Save Me,Empress Of,2022-06-24,171786,44,0.0679,0.707,0.74,2.02e-05,0.233,-5.187,0.092,114.97,4
